#Overview of data in ClinVar by gene, dated September 29, 2015
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number
RPS6KA2-AS1	100861523	22	22	-	-	-
RPS6KA2-IT1	100874353	22	22	-	-	-
RPS6KA3	6197	118	117	30	27	300075
RPS6KA5	9252	9	9	-	-	603607
RPS6KA6	27330	78	78	-	-	300303
RPS6KB1	6198	3	3	-	-	608938
RPS6KB2	6199	5	5	-	-	608939
RPS6KC1	26750	6	6	-	-	-
RPS6KL1	83694	7	7	-	-	-
RPS7	6201	21	21	1	1	603658
RPS8	6202	4	4	-	-	600357
RPS9	6203	9	9	-	-	603631
RPSA	3921	9	9	7	7	150370
RPTN	126638	2	2	-	-	613259
RPTOR	57521	8	8	-	-	607130
RPUSD1	113000	22	22	-	-	-
RPUSD2	27079	1	1	-	-	-
RPUSD3	285367	25	25	-	-	-
RPUSD4	84881	31	31	-	-	-
RQCD1	9125	9	9	-	-	612054
RRAD	6236	16	16	-	-	179503
RRAGA	10670	38	38	-	-	612194
RRAGB	10325	67	67	-	-	300725
RRAGC	64121	4	4	-	-	608267
RRAGD	58528	8	8	-	-	608268
RRAS	6237	3	3	-	-	165090
RRAS2	22800	4	4	1	1	600098
RRBP1	6238	10	10	-	-	601418
RREB1	6239	18	18	-	1	602209
RRH	10692	4	4	-	-	605224
RRM1	6240	7	7	-	-	180410
RRM2	6241	13	13	-	-	180390
RRM2B	50484	80	66	51	34	604712
RRN3	54700	86	86	-	1	605121
RRNAD1	51093	3	3	-	-	-
RRP1	8568	48	48	-	-	610653
RRP12	23223	5	5	-	1	-
RRP15	51018	13	13	-	-	611193
RRP1B	23076	49	49	-	-	610654
RRP36	88745	5	5	-	-	613475
RRP7A	27341	14	14	-	-	-
RRP8	23378	5	5	-	-	615818
RRP9	9136	2	2	-	-	-
RRS1	23212	15	15	-	-	-
RRS1-AS1	100505676	15	15	-	-	-
RS1	6247	266	250	22	20	300839
RSAD1	55316	5	5	-	-	-
RSAD2	91543	15	15	-	-	607810
RSBN1	54665	2	2	-	-	615858
RSBN1L	222194	10	10	-	-	-
RSC1A1	6248	19	19	-	-	601966
RSF1	51773	3	3	-	-	608522
RSG1	79363	15	15	-	-	-
RSL1D1	26156	3	3	-	-	615874
RSL24D1	51187	3	3	-	-	613262
RSPH1	89765	54	54	7	9	609314
RSPH10B	222967	22	22	-	-	-
RSPH10B2	728194	13	13	-	-	-
RSPH14	27156	48	48	-	1	605663
RSPH3	83861	18	18	5	6	615876
RSPH4A	345895	30	30	19	7	612647
RSPH6A	81492	3	3	-	-	607548
RSPH9	221421	14	14	7	3	612648
RSPO1	284654	5	5	3	3	609595
RSPO2	340419	21	21	-	-	610575
RSPO3	84870	6	6	-	-	610574
RSPO4	343637	38	38	8	9	610573
RSPRY1	89970	4	4	-	-	-
RSRC1	51319	11	11	-	1	613352
RSRC2	65117	10	10	-	1	-
RSRP1	57035	2	2	-	-	-
RSU1	6251	10	10	-	-	179555
RTBDN	83546	10	10	-	-	609553
RTCA	8634	5	5	-	-	611286
RTCA-AS1	100506007	5	5	-	-	-
RTCB	51493	5	5	-	-	613901
RTEL1	51750	35	35	17	18	608833
RTEL1-TNFRSF6B	100533107	35	35	-	17	-
RTFDC1	51507	6	6	-	-	-
RTKN	6242	5	5	-	-	602288
RTKN2	219790	7	7	-	1	-
RTL1	388015	24	24	-	-	611896
RTN1	6252	5	5	-	-	600865
RTN2	6253	8	8	4	3	603183
RTN3	10313	1	1	-	-	604249
RTN4	57142	4	4	-	-	604475
RTN4IP1	84816	9	9	-	-	610502
RTN4R	65078	168	168	2	2	605566
RTN4RL1	146760	31	31	-	1	610461
RTN4RL2	349667	3	3	-	-	610462
RTP1	132112	20	20	-	-	609137
RTP2	344892	23	23	-	-	609138
RTP3	83597	1	1	-	-	607181
RTP4	64108	20	20	-	-	609350
RTP5	285093	56	56	-	-	-
RTTN	25914	103	101	43	3	610436
RUFY1	80230	15	15	-	-	610327
RUFY2	55680	6	6	-	-	610328
RUFY3	22902	10	10	-	-	611194
RUFY4	285180	8	8	-	-	-
RUNDC1	146923	4	4	-	-	-
RUNDC3A	10900	6	6	-	-	605448
RUNDC3A-AS1	101926996	6	6	-	-	-
RUNDC3B	154661	4	4	-	-	-
RUNX1	861	45	44	10	11	151385
RUNX1-IT1	80215	33	33	-	-	-
RUNX1T1	862	18	18	-	-	133435
RUNX2	860	26	25	17	18	600211
RUNX3	864	1	1	-	-	600210
RUSC1	23623	4	4	-	-	-
RUSC1-AS1	284618	4	4	-	-	-
RUSC2	9853	32	32	-	-	611053
RUVBL1	8607	7	7	-	-	603449
RUVBL1-AS1	100874089	7	7	-	-	-
RUVBL2	10856	3	3	-	-	604788
RWDD1	51389	10	10	-	-	-
RWDD2A	112611	5	5	-	-	-
RWDD2B	10069	36	36	-	-	-
RWDD3	25950	3	3	-	-	615875
RWDD4	201965	56	56	-	-	-
RXFP1	59350	17	17	-	1	606654
RXFP2	122042	27	27	1	-	606655
RXFP3	51289	10	10	-	-	609445
RXFP4	339403	3	3	-	-	609043
RXRA	6256	25	25	-	1	180245
RXRB	6257	1	1	-	-	180246
RXRG	6258	10	10	-	-	180247
RYBP	23429	6	6	-	-	607535
RYK	6259	9	9	-	-	600524
RYR1	6261	777	583	443	108	180901
RYR2	6262	719	639	692	121	180902
RYR3	6263	10	10	-	-	180903
S100A1	6271	1	1	-	-	176940
S100A10	6281	2	2	-	-	114085
S100A11	6282	2	2	-	-	603114
S100A12	6283	2	2	-	-	603112
S100A13	6284	1	1	-	-	601989
S100A14	57402	1	1	-	-	607986
S100A16	140576	1	1	-	-	-
S100A2	6273	1	1	-	-	176993
S100A3	6274	2	2	-	-	176992
S100A4	6275	1	1	-	-	114210
S100A5	6276	1	1	-	-	176991
S100A6	6277	1	1	-	-	114110
S100A7	6278	2	2	-	-	600353
S100A7A	338324	2	2	-	-	-
S100A7L2	645922	2	2	-	-	-
S100A8	6279	2	2	-	-	123885
S100A9	6280	2	2	-	-	123886
S100B	6285	56	56	-	-	176990
S100G	795	87	87	-	-	302020
S100P	6286	35	35	-	-	600614
S100PBP	64766	3	3	-	-	611889
S100Z	170591	1	1	-	-	610103
S1PR1	1901	5	5	-	-	601974
S1PR2	9294	3	3	-	-	605111
S1PR3	1903	17	17	-	-	601965
S1PR4	8698	11	11	-	-	603751
S1PR5	53637	6	6	-	-	605146
SAA1	6288	5	5	2	2	104750
SAA2	6289	3	3	-	-	104751
SAA2-SAA4	100528017	3	3	-	-	-
SAA4	6291	3	3	-	-	104752
SAAL1	113174	3	3	-	-	-
SACM1L	22908	1	1	-	-	606569
SACS	26278	77	77	34	21	604490
SACS-AS1	100506680	39	39	-	-	-
SAE1	10055	3	3	-	-	613294
SAFB	6294	5	5	-	-	602895
SAFB2	9667	7	7	-	-	608066
SAG	6295	32	31	14	5	181031
SAGE1	55511	85	85	-	-	300359
SAGE2P	644717	90	90	-	-	-
SALL1	6299	30	30	18	12	602218
SALL2	6297	16	16	1	1	602219
SALL3	27164	79	79	-	-	605079
SALL4	57167	24	24	20	13	607343
SALRNA1	104548971	7	7	-	-	-
SALRNA2	104548973	3	3	-	-	-
SALRNA3	104548972	3	3	-	-	-
SAMD1	90378	8	8	-	-	-
SAMD10	140700	17	17	-	-	-
SAMD11	148398	78	78	-	-	-
SAMD12	401474	28	28	-	-	-
SAMD12-AS1	552860	27	27	-	-	-
SAMD13	148418	4	4	-	-	-
SAMD14	201191	6	6	-	-	-
SAMD15	161394	10	10	-	-	-
SAMD3	154075	6	6	-	-	-
SAMD4A	23034	6	6	-	1	610747
SAMD4B	55095	2	2	-	-	-
SAMD5	389432	6	6	-	-	-
SAMD7	344658	14	14	-	-	-
SAMD8	142891	4	4	-	-	611575
SAMD9	54809	6	6	1	1	610456
SAMD9L	219285	5	5	-	-	611170
SAMHD1	25939	29	28	24	23	606754
SAMM50	25813	23	23	-	1	612058
SAMSN1	64092	43	43	-	-	607978
SAMSN1-AS1	100874190	41	41	-	-	-
SAP130	79595	10	10	-	-	609697
SAP18	10284	24	24	-	-	602949
SAP25	100316904	8	8	-	-	-
SAP30	8819	31	31	-	-	603378
SAP30BP	29115	4	4	-	-	610218
SAP30L	79685	6	6	-	-	610398
SAP30L-AS1	386627	6	6	-	-	-
SAPCD1	401251	1	1	-	-	-
SAPCD1-AS1	104413891	1	1	-	-	-
SAPCD2	89958	32	32	-	-	612057
SAR1A	56681	7	7	-	-	607691
SAR1B	51128	15	15	8	8	607690
SARAF	51669	41	41	-	-	614768
SARDH	1757	27	27	4	-	604455
SARM1	23098	3	2	-	1	607732
SARNP	84324	2	2	-	-	610049
SARS	6301	6	6	-	-	607529
SARS2	54938	8	8	1	1	612804
SART1	9092	1	1	-	-	605941
SART3	9733	6	6	1	-	611684
SASH1	23328	9	9	1	1	607955
SASH3	54440	86	86	-	-	300441
SASS6	163786	6	6	1	1	609321
SAT1	6303	79	79	-	-	313020
SAT2	112483	10	10	-	-	611463
SATB1	6304	13	13	-	-	602075
SATB1-AS1	101927777	13	13	-	-	-
SATB2	23314	24	24	1	7	608148
SATB2-AS1	150538	18	18	-	-	-
SATL1	340562	79	79	-	-	-
SAV1	60485	5	5	-	-	607203
SAXO1	158297	40	40	-	1	616292
SAXO2	283726	4	4	-	-	-
SAYSD1	55776	2	2	-	-	-
SBDS	51119	24	23	5	11	607444
SBF1	6305	56	55	4	3	603560
SBF2	81846	18	18	9	6	607697
SBF2-AS1	283104	5	5	-	-	-
SBK1	388228	13	13	-	2	-
SBK2	646643	12	12	-	-	-
SBK3	100130827	12	12	-	-	-
SBNO1	55206	10	10	-	-	614274
SBNO2	22904	19	19	-	1	615729
SBSN	374897	3	3	-	-	609969
SBSPON	157869	15	15	-	-	-
SC5D	6309	21	21	3	3	602286
SCAF1	58506	3	3	-	-	-
SCAF11	9169	3	3	-	-	603668
SCAF4	57466	35	35	-	-	616023
SCAF8	22828	10	10	-	-	616024
SCAI	286205	17	17	-	1	-
SCAMP1	9522	1	1	-	-	606911
SCAMP1-AS1	728769	1	1	-	-	-
SCAMP2	10066	10	10	-	-	606912
SCAMP3	10067	5	5	-	-	606913
SCAMP4	113178	14	14	-	1	613764
SCAMP5	192683	10	10	-	-	613766
SCAND1	51282	6	6	-	-	610416
SCAND2P	54581	14	14	-	-	610417
SCAP	22937	1	1	-	-	601510
SCAPER	49855	5	5	-	-	611611
SCARA3	51435	42	42	-	-	602728
SCARA5	286133	42	42	-	-	611306
SCARB1	949	16	16	3	-	601040
SCARB2	950	50	47	38	9	602257
SCARF1	8578	34	34	-	4	607873
SCARF2	91179	156	156	6	6	613619
SCARNA1	677774	3	3	-	-	-
SCARNA10	692148	14	14	-	-	615639
SCARNA11	677780	14	14	-	-	-
SCARNA12	677777	14	14	-	-	615642
SCARNA13	677768	11	11	-	-	-
SCARNA14	692149	1	1	-	-	-
SCARNA15	677778	7	7	-	-	612675
SCARNA16	677781	3	3	-	-	-
SCARNA17	677769	19	19	-	-	615645
SCARNA18	677765	2	2	-	-	611329
SCARNA2	677766	7	7	-	-	-
SCARNA20	677681	5	5	-	-	-
SCARNA21	677763	8	8	-	-	-
SCARNA22	677770	75	75	-	-	-
SCARNA23	677773	81	81	-	-	-
SCARNA27	100124533	17	17	-	-	-
SCARNA3	677679	8	8	-	-	-
SCARNA4	677771	3	3	-	-	-
SCARNA5	677775	17	17	-	-	615640
SCARNA6	677772	17	17	-	-	615641
SCARNA7	677767	11	11	-	-	615644
SCARNA8	677776	38	38	-	-	615646
SCARNA9	619383	4	4	-	-	-
SCARNA9L	100158262	85	85	-	-	-
SCCPDH	51097	45	45	-	-	-
SCD	6319	6	6	-	-	604031
SCD5	79966	18	18	-	-	608370
SCEL	8796	33	33	-	-	604112
SCEL-AS1	104355296	33	33	-	-	-
SCFD1	23256	11	11	-	1	-
SCFD2	152579	6	6	-	-	-
SCG2	7857	14	14	-	1	118930
SCG3	29106	5	5	-	-	611796
SCG5	6447	9	9	1	1	173120
SCGB1A1	7356	2	2	1	-	192020
SCGB1C1	147199	1	1	-	-	610176
SCGB1D4	404552	1	1	-	-	615062
SCGB2A2	4250	1	1	-	-	605562
SCGB2B2	284402	6	6	-	-	615063
SCGB3A1	92304	14	14	-	-	606500
SCGB3A2	117156	6	6	1	-	606531
SCGN	10590	4	4	-	-	609202
SCHIP1	29970	11	11	-	-	-
SCHLAP1	101669767	13	13	-	-	615568
SCIMP	388325	11	11	-	-	614406
SCIN	85477	16	16	-	-	613416
SCLT1	132320	17	17	1	-	611399
SCLY	51540	44	44	-	-	611056
SCMH1	22955	7	7	-	-	616396
SCML1	6322	84	84	-	-	300227
SCML2	10389	84	84	-	-	300208
SCML4	256380	9	9	-	-	-
SCN10A	6336	5	5	2	2	604427
SCN11A	11280	8	8	5	6	604385
SCN1A	6323	865	756	723	429	182389
SCN1B	6324	83	73	79	12	600235
SCN2A	6326	238	225	215	81	182390
SCN2B	6327	15	15	6	2	601327
SCN3A	6328	24	24	14	1	182391
SCN3B	55800	43	39	19	4	608214
SCN4A	6329	93	76	80	40	603967
SCN4B	6330	31	29	22	4	608256
SCN5A	6331	1110	824	794	513	600163
SCN7A	6332	15	15	-	1	182392
SCN8A	6334	104	100	100	26	600702
SCN9A	6335	114	103	91	30	603415
SCNM1	79005	2	2	-	-	608095
SCNN1A	6337	32	31	16	7	600228
SCNN1B	6338	35	34	26	14	600760
SCNN1D	6339	77	77	-	-	601328
SCNN1G	6340	23	23	14	6	600761
SCO1	6341	11	11	3	3	603644
SCO2	9997	84	80	11	12	604272
SCOC	60592	9	9	-	-	-
SCOC-AS1	100129858	9	9	-	-	-
SCP2	6342	4	4	1	1	184755
SCP2D1	140856	9	9	-	-	-
SCPEP1	59342	5	5	-	-	-
SCRG1	11341	31	31	-	-	603163
SCRIB	23513	29	29	-	-	607733
SCRN1	9805	7	7	-	-	614965
SCRN2	90507	5	5	-	-	614966
SCRN3	79634	15	15	-	-	614967
SCRT1	83482	31	31	-	-	605858
SCRT2	85508	33	33	-	-	-
SCT	6343	9	9	-	-	182099
SCTR	6344	3	3	-	-	182098
SCUBE1	80274	18	18	-	-	611746
SCUBE2	57758	4	4	-	-	611747
SCUBE3	222663	2	2	-	-	614708
SCX	642658	32	32	-	-	609067
SCYL1	57410	2	2	-	-	607982
SCYL2	55681	4	4	-	1	616365
SCYL3	57147	9	9	-	-	608192
SDAD1	55153	10	10	-	-	-
SDC1	6382	11	11	1	-	186355
SDC2	6383	18	18	-	-	142460
SDC3	9672	10	10	2	-	186357
SDC4	6385	4	4	-	-	600017
SDCBP	6386	17	17	-	-	602217
SDCBP2	27111	25	25	-	-	-
SDCBP2-AS1	100507495	24	24	-	1	-
SDCCAG3	10807	34	34	-	1	-
SDCCAG8	10806	67	67	12	8	613524
SDE2	163859	16	16	-	-	-
SDF2	6388	1	1	-	-	602934
SDF2L1	23753	46	46	-	-	607551
SDF4	51150	80	80	-	-	614282
SDHA	6389	117	104	44	14	600857
SDHAF1	644096	9	8	5	2	612848
SDHAF2	54949	9	8	7	1	613019
SDHAF3	57001	5	5	-	1	615773
SDHAF4	135154	5	5	-	-	-
SDHB	6390	134	95	123	56	185470
SDHC	6391	39	34	31	11	602413
SDHD	6392	78	53	72	34	602690
SDIM1	100505705	24	24	-	-	-
SDK1	221935	23	23	-	1	607216
SDK2	54549	4	4	-	-	607217
SDPR	8436	11	11	-	-	606728
SDR16C5	195814	18	18	-	-	608989
SDR39U1	56948	11	11	-	-	616162
SDR42E1	93517	23	23	-	-	616164
SDR42E2	100288072	36	36	-	-	-
SDR9C7	121214	1	1	-	-	609769
SDS	10993	2	2	-	-	182128
SDSL	113675	2	2	-	-	-
SEBOX	645832	1	1	-	-	610975
SEC11A	23478	14	14	-	-	-
SEC11C	90701	33	33	-	-	-
SEC13	6396	23	23	-	-	600152
SEC14L1	6397	3	3	-	-	601504
SEC14L2	23541	9	9	-	-	607558
SEC14L3	266629	9	9	-	-	612824
SEC14L4	284904	9	9	-	-	612825
SEC14L5	9717	8	8	-	-	-
SEC14L6	730005	9	9	-	-	-
SEC16A	9919	34	34	-	-	612854
SEC16B	89866	8	8	-	-	612855
SEC22A	26984	9	9	-	1	612442
SEC22B	9554	1	1	-	-	604029
SEC22C	9117	1	1	-	-	604028
SEC23A	10484	16	16	2	2	610511
SEC23B	10483	39	36	28	11	610512
SEC23IP	11196	10	10	-	-	-
SEC24A	10802	7	7	-	-	607183
SEC24B	10427	4	4	-	-	607184
SEC24B-AS1	100533182	4	4	-	-	-
SEC24C	9632	6	6	-	-	607185
SEC24D	9871	11	11	4	4	607186
SEC31A	22872	18	18	-	-	610257
SEC31B	25956	5	5	-	-	610258
SEC61A1	29927	7	7	-	-	609213
SEC61A2	55176	15	15	-	-	-
SEC61B	10952	19	19	-	-	609214
SEC61G	23480	11	11	-	-	609215
SEC62	7095	14	14	-	-	602173
SEC63	11231	20	19	11	6	608648
SECISBP2	79048	19	19	3	3	607693
SECISBP2L	9728	3	3	-	-	615756
SECTM1	6398	13	13	-	-	602602
SEH1L	81929	37	37	-	-	609263
SEL1L	6400	7	7	-	-	602329
SEL1L2	80343	15	15	-	-	614289
SEL1L3	23231	9	9	-	-	-
SELE	6401	11	11	1	-	131210
SELENBP1	8991	3	3	-	-	604188
SELK	58515	3	3	-	-	607916
SELL	6402	10	10	-	-	153240
SELM	140606	8	8	-	-	610918
SELO	83642	51	51	-	-	607917
SELP	6403	13	13	3	2	173610
SELPLG	6404	4	4	-	-	600738
SELT	51714	5	5	-	-	607912
SELV	348303	2	2	-	-	607919
SEMA3A	10371	19	18	7	3	603961
SEMA3B	7869	2	2	-	-	601281
SEMA3B-AS1	101928931	2	2	-	-	-
SEMA3C	10512	5	5	-	-	602645
SEMA3D	223117	5	5	-	-	609907
SEMA3E	9723	6	6	1	1	608166
SEMA3F	6405	2	2	-	-	601124
SEMA3F-AS1	100129060	2	2	-	-	-
SEMA3G	56920	2	2	-	-	-
SEMA4A	64218	16	13	13	2	607292
SEMA4B	10509	14	14	-	-	-
SEMA4C	54910	21	21	-	-	604462
SEMA4D	10507	16	16	-	-	601866
SEMA4F	10505	6	6	-	-	603706
SEMA4G	57715	5	5	-	-	-
SEMA5A	9037	52	52	1	-	609297
SEMA5B	54437	9	9	-	-	609298
SEMA6A	57556	11	11	-	-	605885
SEMA6A-AS1	101927233	11	11	-	-	-
SEMA6B	10501	12	12	-	-	608873
SEMA6C	10500	2	2	-	-	609294
SEMA6D	80031	2	2	-	1	609295
SEMA7A	8482	15	15	5	-	607961
SEMG1	6406	3	3	-	-	182140
SEMG2	6407	3	3	-	-	182141
SENCR	100507392	35	35	-	-	615815
SENP1	29843	1	1	-	-	612157
SENP2	59343	20	20	-	-	608261
SENP3	26168	10	10	-	-	612844
SENP3-EIF4A1	100533955	10	10	-	-	-
SENP5	205564	52	52	-	-	612845
SENP6	26054	4	4	-	-	605003
SENP7	57337	6	6	-	-	612846
SENP8	123228	5	5	-	-	608659
SEP15	9403	4	4	-	-	606254
SEPHS1	22929	12	12	-	-	600902
SEPHS2	22928	6	6	-	-	606218
SEPN1	57190	45	39	43	15	606210
SEPP1	6414	11	11	-	-	601484
SEPSECS	51091	20	20	10	4	613009
SEPSECS-AS1	285540	10	10	-	-	-
SEPT1	1731	7	7	-	-	612897
SEPT10	151011	14	14	-	-	611737
SEPT11	55752	9	9	-	-	612887
SEPT12	124404	11	11	3	-	611562
SEPT14	346288	12	12	-	-	612140
SEPT2	4735	59	59	-	-	601506
SEPT3	55964	9	9	-	-	608314
SEPT4	5414	4	4	-	-	603696
SEPT4-AS1	101927688	4	4	-	-	-
SEPT5	5413	166	166	-	-	602724
SEPT5-GP1BB	100526833	171	171	-	5	-
SEPT6	23157	82	82	-	-	300683
SEPT7	989	8	8	-	-	603151
SEPT7-AS1	101928545	7	7	-	-	-
SEPT7P2	641977	9	9	-	1	611563
SEPT8	23176	6	6	-	-	608418
SEPT9	10801	9	9	5	4	604061
SEPW1	6415	2	2	-	-	603235
SERAC1	84947	25	25	6	7	614725
SERBP1	26135	11	11	-	-	607378
SERF1A	8293	48	48	-	-	603011
SERF1B	728492	29	29	-	-	-
SERF2	10169	2	2	-	-	605054
SERF2-C15ORF63	100529067	2	2	-	-	-
SERGEF	26297	3	3	-	1	606051
SERHL	94009	14	14	-	-	607979
SERHL2	253190	14	14	-	-	-
SERINC1	57515	7	7	-	-	614548
SERINC2	347735	6	6	-	-	614549
SERINC3	10955	2	2	-	-	607165
SERINC4	619189	2	2	-	-	614550
SERINC5	256987	2	2	-	-	614551
SERP1	27230	5	5	-	-	-
SERP2	387923	29	29	-	-	-
SERPINA1	5265	92	55	82	11	107400
SERPINA10	51156	11	11	1	-	605271
SERPINA11	256394	10	10	-	-	-
SERPINA12	145264	10	10	-	-	-
SERPINA3	12	15	15	5	3	107280
SERPINA4	5267	10	10	-	-	147935
SERPINA5	5104	10	10	-	-	601841
SERPINA6	866	13	13	3	3	122500
SERPINA7	6906	104	103	20	16	314200
SERPINA9	327657	10	10	-	-	615677
SERPINB1	1992	29	29	-	-	130135
SERPINB10	5273	44	44	-	-	602058
SERPINB11	89778	41	41	-	-	615682
SERPINB12	89777	42	42	-	-	615662
SERPINB13	5275	42	42	-	-	604445
SERPINB2	5055	44	44	-	-	173390
SERPINB3	6317	41	41	-	-	600517
SERPINB4	6318	42	42	-	-	600518
SERPINB5	5268	42	42	-	-	154790
SERPINB6	5269	46	46	17	1	173321
SERPINB7	8710	46	46	4	5	603357
SERPINB8	5271	45	45	-	1	601697
SERPINB9	5272	29	29	-	-	601799
SERPINC1	462	81	76	50	39	107300
SERPIND1	3053	169	169	4	4	142360
SERPINE1	5054	12	11	4	3	173360
SERPINE2	5270	15	15	-	1	177010
SERPINE3	647174	30	30	-	-	-
SERPINF1	5176	39	37	8	6	172860
SERPINF2	5345	33	33	3	3	613168
SERPING1	710	34	32	16	14	606860
SERPINH1	871	13	13	10	2	600943
SERPINI1	5274	19	19	5	5	602445
SERPINI2	5276	14	14	-	-	605587
SERTAD1	29950	2	2	-	-	-
SERTAD2	9792	5	5	-	-	-
SERTAD3	29946	2	2	-	-	612125
SERTAD4	56256	6	6	-	-	-
SERTAD4-AS1	574036	6	6	-	-	-
SERTM1	400120	25	25	-	-	-
SESN1	27244	9	9	-	-	606103
SESN2	83667	3	3	-	-	607767
SESN3	143686	5	5	-	-	607768
SESTD1	91404	12	12	-	-	-
SET	6418	21	21	-	-	600960
SETBP1	26040	55	55	30	12	611060
SETD1A	9739	5	5	-	-	611052
SETD1B	23067	12	12	-	-	611055
SETD2	29072	46	46	-	-	612778
SETD3	84193	16	16	-	1	615671
SETD4	54093	36	36	-	-	-
SETD5	55209	35	35	5	9	615743
SETD6	79918	6	6	-	-	616424
SETD7	80854	10	10	-	-	606594
SETD8	387893	11	11	-	-	607240
SETD9	133383	5	5	-	-	-
SETDB1	9869	1	1	-	-	604396
SETDB2	83852	34	34	-	-	607865
SETMAR	6419	40	40	-	-	609834
SETSIP	646817	4	4	-	-	-
SETX	23064	60	62	32	21	608465
SEZ6	124925	2	2	-	-	-
SEZ6L	23544	10	10	-	1	607021
SEZ6L2	26470	117	117	-	-	-
SF3A1	10291	9	9	-	-	605595
SF3A2	8175	10	10	-	-	600796
SF3A3	10946	1	1	-	-	605596
SF3B1	23451	17	17	-	1	605590
SF3B2	10992	1	1	-	-	605591
SF3B3	23450	16	16	-	1	605592
SF3B4	10262	7	7	6	21	605593
SF3B5	83443	4	4	-	-	-
SF3B6	51639	10	10	-	-	607835
SFI1	9814	7	7	-	-	612765
SFMBT1	51460	5	3	-	-	607319
SFMBT2	57713	17	17	-	-	615392
SFN	2810	3	3	-	-	601290
SFPQ	6421	2	2	-	-	605199
SFR1	119392	6	6	-	-	616527
SFRP1	6422	29	29	-	-	604156
SFRP2	6423	13	13	-	-	604157
SFRP4	6424	7	7	-	-	606570
SFRP5	6425	3	3	-	-	604158
SFSWAP	6433	12	12	-	-	601945
SFT2D1	113402	24	24	-	-	-
SFT2D2	375035	8	8	-	-	-
SFT2D3	84826	9	9	-	-	-
SFTA2	389376	1	1	-	-	-
SFTA3	253970	19	19	-	-	-
SFTPA1	653509	10	9	8	-	178630
SFTPA2	729238	4	4	2	2	178642
SFTPB	6439	19	19	15	6	178640
SFTPC	6440	56	56	12	8	178620
SFTPD	6441	24	24	8	-	178635
SFXN1	94081	9	9	-	-	615569
SFXN2	118980	7	7	-	1	615570
SFXN3	81855	5	5	-	-	615571
SFXN4	119559	12	12	3	3	615564
SFXN5	94097	4	4	-	1	615572
SGCA	6442	38	35	32	12	600119
SGCB	6443	26	25	21	12	600900
SGCD	6444	79	68	74	10	601411
SGCE	8910	21	21	17	14	604149
SGCG	6445	61	60	21	9	608896
SGCZ	137868	57	57	-	2	608113
SGF29	112869	32	32	-	1	613374
SGIP1	84251	11	11	-	-	611540
SGK1	6446	3	3	-	-	602958
SGK2	10110	2	2	-	-	607589
SGK223	157285	65	65	-	4	-
SGK3	23678	16	16	-	-	607591
SGK494	124923	1	1	-	-	-
SGMS1	259230	11	11	-	-	611573
SGMS1-AS1	104355295	11	11	-	-	-
SGMS2	166929	4	4	-	-	611574
SGOL1	151648	13	13	1	1	609168
SGOL1-AS1	100874028	13	13	-	1	-
SGOL2	151246	18	18	-	-	612425
SGPL1	8879	7	7	-	-	603729
SGPP1	81537	7	7	-	-	612826
SGPP2	130367	13	13	-	-	612827
SGSH	6448	38	32	31	13	605270
SGSM1	129049	6	6	-	-	611417
SGSM2	9905	28	28	-	1	611418
SGSM3	27352	6	6	-	-	610440
SGTA	6449	7	7	-	-	603419
SGTB	54557	6	6	-	-	-
SH2B1	25970	55	55	-	1	608937
SH2B2	10603	9	9	-	-	605300
SH2B3	10019	5	5	3	2	605093
SH2D1A	4068	101	101	14	14	300490
SH2D1B	117157	6	6	-	-	608510
SH2D2A	9047	3	3	-	-	604514
SH2D3A	10045	5	5	-	-	604721
SH2D3C	10044	18	18	-	1	604722
SH2D4A	63898	46	46	-	-	614968
SH2D4B	387694	13	13	-	-	-
SH2D5	400745	6	6	-	-	-
SH2D6	284948	4	4	-	-	-
SH2D7	646892	7	7	-	-	-
SH3BGR	6450	42	42	-	-	602230
SH3BGRL	6451	75	75	-	1	300190
SH3BGRL2	83699	5	5	-	-	615678
SH3BGRL3	83442	1	1	-	-	615679
SH3BP1	23616	10	10	-	-	-
SH3BP2	6452	71	71	7	7	602104
SH3BP4	23677	29	29	-	2	605611
SH3BP5	9467	10	10	-	-	605612
SH3BP5-AS1	100505696	9	9	-	-	-
SH3BP5L	80851	44	44	-	-	-
SH3D19	152503	13	13	-	-	608674
SH3D21	79729	2	2	-	-	-
SH3GL1	6455	11	11	-	-	601768
SH3GL2	6456	46	46	-	1	604465
SH3GL3	6457	9	9	-	-	603362
SH3GLB1	51100	4	4	-	-	609287
SH3GLB2	56904	20	20	-	-	609288
SH3KBP1	30011	87	87	-	2	300374
SH3PXD2A	9644	6	6	-	-	-
SH3PXD2A-AS1	100505839	6	6	-	-	-
SH3PXD2B	285590	17	17	10	5	613293
SH3RF1	57630	26	26	-	-	-
SH3RF2	153769	5	5	-	-	613377
SH3RF3	344558	14	14	-	-	-
SH3RF3-AS1	100287216	14	14	-	-	-
SH3TC1	54436	32	32	-	1	-
SH3TC2	79628	47	42	28	21	608206
SH3YL1	26751	38	38	-	1	-
SHANK1	50944	5	5	-	-	604999
SHANK2	22941	11	11	7	-	603290
SHANK2-AS1	100874198	2	2	-	-	-
SHANK2-AS3	220070	2	2	-	-	-
SHANK3	85358	79	79	11	17	606230
SHARPIN	81858	31	31	-	-	611885
